id,account_code,account_name,account_type
1175,ACCT1175,Compte numéro 1175,Passif
1176,ACCT1176,Compte numéro 1176,Actif
1177,ACCT1177,Compte numéro 1177,Produit
1178,ACCT1178,Compte numéro 1178,Charge
1179,ACCT1179,Compte numéro 1179,Produit
1180,ACCT1180,Compte numéro 1180,Actif
1181,ACCT1181,Compte numéro 1181,Actif
1182,ACCT1182,Compte numéro 1182,Produit
1183,ACCT1183,Compte numéro 1183,Passif
1184,ACCT1184,Compte numéro 1184,Actif
1185,ACCT1185,Compte numéro 1185,Produit
1186,ACCT1186,Compte numéro 1186,Actif
1187,ACCT1187,Compte numéro 1187,Charge
1188,ACCT1188,Compte numéro 1188,Charge
1189,ACCT1189,Compte numéro 1189,Passif
1190,ACCT1190,Compte numéro 1190,Passif
1191,ACCT1191,Compte numéro 1191,Produit
1192,ACCT1192,Compte numéro 1192,Passif
1193,ACCT1193,Compte numéro 1193,Produit
1194,ACCT1194,Compte numéro 1194,Passif
1195,ACCT1195,Compte numéro 1195,Produit
1196,ACCT1196,Compte numéro 1196,Charge
1197,ACCT1197,Compte numéro 1197,Actif
1198,ACCT1198,Compte numéro 1198,Passif
1199,ACCT1199,Compte numéro 1199,Actif
1200,ACCT1200,Compte numéro 1200,Charge
1201,ACCT1201,Compte numéro 1201,Actif
1202,ACCT1202,Compte numéro 1202,Actif
1203,ACCT1203,Compte numéro 1203,Charge
1204,ACCT1204,Compte numéro 1204,Charge
1205,ACCT1205,Compte numéro 1205,Passif
1206,ACCT1206,Compte numéro 1206,Produit
1207,ACCT1207,Compte numéro 1207,Produit
1208,ACCT1208,Compte numéro 1208,Charge
1209,ACCT1209,Compte numéro 1209,Actif
1210,ACCT1210,Compte numéro 1210,Produit
1211,ACCT1211,Compte numéro 1211,Charge
1212,ACCT1212,Compte numéro 1212,Charge
1213,ACCT1213,Compte numéro 1213,Produit
1214,ACCT1214,Compte numéro 1214,Passif
1215,ACCT1215,Compte numéro 1215,Passif
1216,ACCT1216,Compte numéro 1216,Charge
1217,ACCT1217,Compte numéro 1217,Passif
1218,ACCT1218,Compte numéro 1218,Charge
1219,ACCT1219,Compte numéro 1219,Charge
1220,ACCT1220,Compte numéro 1220,Actif
1221,ACCT1221,Compte numéro 1221,Passif
1222,ACCT1222,Compte numéro 1222,Charge
1223,ACCT1223,Compte numéro 1223,Charge
1224,ACCT1224,Compte numéro 1224,Actif
1225,ACCT1225,Compte numéro 1225,Passif
1226,ACCT1226,Compte numéro 1226,Charge
1227,ACCT1227,Compte numéro 1227,Passif
1228,ACCT1228,Compte numéro 1228,Produit
1229,ACCT1229,Compte numéro 1229,Actif
1230,ACCT1230,Compte numéro 1230,Charge
1231,ACCT1231,Compte numéro 1231,Produit
1232,ACCT1232,Compte numéro 1232,Produit
1233,ACCT1233,Compte numéro 1233,Produit
1234,ACCT1234,Compte numéro 1234,Actif
1235,ACCT1235,Compte numéro 1235,Passif
1236,ACCT1236,Compte numéro 1236,Charge
1237,ACCT1237,Compte numéro 1237,Charge
1238,ACCT1238,Compte numéro 1238,Actif
1239,ACCT1239,Compte numéro 1239,Actif
1240,ACCT1240,Compte numéro 1240,Passif
1241,ACCT1241,Compte numéro 1241,Passif
1242,ACCT1242,Compte numéro 1242,Actif
1243,ACCT1243,Compte numéro 1243,Passif
1244,ACCT1244,Compte numéro 1244,Charge
1245,ACCT1245,Compte numéro 1245,Actif
1246,ACCT1246,Compte numéro 1246,Passif
1247,ACCT1247,Compte numéro 1247,Actif
1248,ACCT1248,Compte numéro 1248,Produit
1249,ACCT1249,Compte numéro 1249,Actif
1250,ACCT1250,Compte numéro 1250,Charge
1251,ACCT1251,Compte numéro 1251,Produit
1252,ACCT1252,Compte numéro 1252,Passif
1253,ACCT1253,Compte numéro 1253,Produit
1254,ACCT1254,Compte numéro 1254,Passif
1255,ACCT1255,Compte numéro 1255,Produit
1256,ACCT1256,Compte numéro 1256,Passif
1257,ACCT1257,Compte numéro 1257,Produit
1258,ACCT1258,Compte numéro 1258,Produit
1259,ACCT1259,Compte numéro 1259,Actif
1260,ACCT1260,Compte numéro 1260,Passif
1261,ACCT1261,Compte numéro 1261,Charge
1262,ACCT1262,Compte numéro 1262,Actif
1263,ACCT1263,Compte numéro 1263,Produit
1264,ACCT1264,Compte numéro 1264,Passif
1265,ACCT1265,Compte numéro 1265,Actif
1266,ACCT1266,Compte numéro 1266,Produit
1267,ACCT1267,Compte numéro 1267,Produit
1268,ACCT1268,Compte numéro 1268,Charge
1269,ACCT1269,Compte numéro 1269,Produit
1270,ACCT1270,Compte numéro 1270,Charge
1271,ACCT1271,Compte numéro 1271,Produit
1272,ACCT1272,Compte numéro 1272,Charge
1273,ACCT1273,Compte numéro 1273,Actif
1274,ACCT1274,Compte numéro 1274,Actif
1275,ACCT1275,Compte numéro 1275,Produit
1276,ACCT1276,Compte numéro 1276,Passif
1277,ACCT1277,Compte numéro 1277,Passif
1278,ACCT1278,Compte numéro 1278,Produit
1279,ACCT1279,Compte numéro 1279,Produit
1280,ACCT1280,Compte numéro 1280,Passif
1281,ACCT1281,Compte numéro 1281,Actif
1282,ACCT1282,Compte numéro 1282,Produit
1283,ACCT1283,Compte numéro 1283,Passif
1284,ACCT1284,Compte numéro 1284,Passif
1285,ACCT1285,Compte numéro 1285,Charge
1286,ACCT1286,Compte numéro 1286,Charge
1287,ACCT1287,Compte numéro 1287,Passif
1288,ACCT1288,Compte numéro 1288,Actif
1289,ACCT1289,Compte numéro 1289,Charge
1290,ACCT1290,Compte numéro 1290,Actif
1291,ACCT1291,Compte numéro 1291,Produit
1292,ACCT1292,Compte numéro 1292,Actif
1293,ACCT1293,Compte numéro 1293,Actif
1294,ACCT1294,Compte numéro 1294,Produit
1295,ACCT1295,Compte numéro 1295,Passif
1296,ACCT1296,Compte numéro 1296,Produit
1297,ACCT1297,Compte numéro 1297,Produit
1298,ACCT1298,Compte numéro 1298,Passif
1299,ACCT1299,Compte numéro 1299,Passif
1300,ACCT1300,Compte numéro 1300,Passif
1301,ACCT1301,Compte numéro 1301,Actif
1302,ACCT1302,Compte numéro 1302,Produit
1303,ACCT1303,Compte numéro 1303,Charge
1304,ACCT1304,Compte numéro 1304,Charge
1305,ACCT1305,Compte numéro 1305,Passif
1306,ACCT1306,Compte numéro 1306,Actif
1307,ACCT1307,Compte numéro 1307,Charge
1308,ACCT1308,Compte numéro 1308,Charge
1309,ACCT1309,Compte numéro 1309,Produit
1310,ACCT1310,Compte numéro 1310,Charge
1311,ACCT1311,Compte numéro 1311,Produit
1312,ACCT1312,Compte numéro 1312,Actif
1313,ACCT1313,Compte numéro 1313,Produit
1314,ACCT1314,Compte numéro 1314,Charge
1315,ACCT1315,Compte numéro 1315,Passif
1316,ACCT1316,Compte numéro 1316,Actif
1317,ACCT1317,Compte numéro 1317,Produit
1318,ACCT1318,Compte numéro 1318,Passif
1319,ACCT1319,Compte numéro 1319,Charge
1320,ACCT1320,Compte numéro 1320,Produit
1321,ACCT1321,Compte numéro 1321,Produit
1322,ACCT1322,Compte numéro 1322,Charge
1323,ACCT1323,Compte numéro 1323,Produit
1324,ACCT1324,Compte numéro 1324,Actif
1325,ACCT1325,Compte numéro 1325,Actif
1326,ACCT1326,Compte numéro 1326,Produit
1327,ACCT1327,Compte numéro 1327,Passif
1328,ACCT1328,Compte numéro 1328,Produit
1329,ACCT1329,Compte numéro 1329,Actif
1330,ACCT1330,Compte numéro 1330,Produit
1331,ACCT1331,Compte numéro 1331,Passif
1332,ACCT1332,Compte numéro 1332,Actif
1333,ACCT1333,Compte numéro 1333,Charge
1334,ACCT1334,Compte numéro 1334,Passif
1335,ACCT1335,Compte numéro 1335,Actif
1336,ACCT1336,Compte numéro 1336,Actif
1337,ACCT1337,Compte numéro 1337,Actif
1338,ACCT1338,Compte numéro 1338,Actif
1339,ACCT1339,Compte numéro 1339,Produit
1340,ACCT1340,Compte numéro 1340,Charge
1341,ACCT1341,Compte numéro 1341,Produit
1342,ACCT1342,Compte numéro 1342,Passif
1343,ACCT1343,Compte numéro 1343,Charge
1344,ACCT1344,Compte numéro 1344,Passif
1345,ACCT1345,Compte numéro 1345,Produit
1346,ACCT1346,Compte numéro 1346,Charge
1347,ACCT1347,Compte numéro 1347,Actif
1348,ACCT1348,Compte numéro 1348,Passif
1349,ACCT1349,Compte numéro 1349,Produit
1350,ACCT1350,Compte numéro 1350,Passif
1351,ACCT1351,Compte numéro 1351,Passif
1352,ACCT1352,Compte numéro 1352,Charge
1353,ACCT1353,Compte numéro 1353,Produit
1354,ACCT1354,Compte numéro 1354,Charge
1355,ACCT1355,Compte numéro 1355,Charge
1356,ACCT1356,Compte numéro 1356,Produit
1357,ACCT1357,Compte numéro 1357,Actif
1358,ACCT1358,Compte numéro 1358,Passif
1359,ACCT1359,Compte numéro 1359,Produit
1360,ACCT1360,Compte numéro 1360,Charge
1361,ACCT1361,Compte numéro 1361,Passif
1362,ACCT1362,Compte numéro 1362,Passif
1363,ACCT1363,Compte numéro 1363,Charge
1364,ACCT1364,Compte numéro 1364,Passif
1365,ACCT1365,Compte numéro 1365,Passif
1366,ACCT1366,Compte numéro 1366,Actif
1367,ACCT1367,Compte numéro 1367,Actif
1368,ACCT1368,Compte numéro 1368,Actif
1369,ACCT1369,Compte numéro 1369,Produit
1370,ACCT1370,Compte numéro 1370,Charge
1371,ACCT1371,Compte numéro 1371,Charge
1372,ACCT1372,Compte numéro 1372,Passif
1373,ACCT1373,Compte numéro 1373,Actif
1374,ACCT1374,Compte numéro 1374,Actif
1375,ACCT1375,Compte numéro 1375,Produit
1376,ACCT1376,Compte numéro 1376,Actif
1377,ACCT1377,Compte numéro 1377,Passif
1378,ACCT1378,Compte numéro 1378,Charge
1379,ACCT1379,Compte numéro 1379,Produit
1380,ACCT1380,Compte numéro 1380,Charge
1381,ACCT1381,Compte numéro 1381,Passif
1382,ACCT1382,Compte numéro 1382,Passif
1383,ACCT1383,Compte numéro 1383,Actif
1384,ACCT1384,Compte numéro 1384,Passif
1385,ACCT1385,Compte numéro 1385,Actif
1386,ACCT1386,Compte numéro 1386,Charge
1387,ACCT1387,Compte numéro 1387,Produit
1388,ACCT1388,Compte numéro 1388,Passif
1389,ACCT1389,Compte numéro 1389,Passif
1390,ACCT1390,Compte numéro 1390,Charge
1391,ACCT1391,Compte numéro 1391,Actif
1392,ACCT1392,Compte numéro 1392,Actif
1393,ACCT1393,Compte numéro 1393,Charge
1394,ACCT1394,Compte numéro 1394,Actif
1395,ACCT1395,Compte numéro 1395,Passif
1396,ACCT1396,Compte numéro 1396,Passif
1397,ACCT1397,Compte numéro 1397,Actif
1398,ACCT1398,Compte numéro 1398,Charge
1399,ACCT1399,Compte numéro 1399,Produit
1400,ACCT1400,Compte numéro 1400,Produit
1401,ACCT1401,Compte numéro 1401,Actif
1402,ACCT1402,Compte numéro 1402,Passif
1403,ACCT1403,Compte numéro 1403,Charge
1404,ACCT1404,Compte numéro 1404,Actif
1405,ACCT1405,Compte numéro 1405,Actif
1406,ACCT1406,Compte numéro 1406,Produit
1407,ACCT1407,Compte numéro 1407,Produit
1408,ACCT1408,Compte numéro 1408,Charge
1409,ACCT1409,Compte numéro 1409,Passif
1410,ACCT1410,Compte numéro 1410,Actif
1411,ACCT1411,Compte numéro 1411,Passif
1412,ACCT1412,Compte numéro 1412,Charge
1413,ACCT1413,Compte numéro 1413,Actif
1414,ACCT1414,Compte numéro 1414,Passif
1415,ACCT1415,Compte numéro 1415,Produit
1416,ACCT1416,Compte numéro 1416,Charge
1417,ACCT1417,Compte numéro 1417,Actif
1418,ACCT1418,Compte numéro 1418,Produit
1419,ACCT1419,Compte numéro 1419,Actif
1420,ACCT1420,Compte numéro 1420,Passif
1421,ACCT1421,Compte numéro 1421,Actif
1422,ACCT1422,Compte numéro 1422,Charge
1423,ACCT1423,Compte numéro 1423,Passif
1424,ACCT1424,Compte numéro 1424,Actif
1425,ACCT1425,Compte numéro 1425,Produit
1426,ACCT1426,Compte numéro 1426,Charge
1427,ACCT1427,Compte numéro 1427,Charge
1428,ACCT1428,Compte numéro 1428,Passif
1429,ACCT1429,Compte numéro 1429,Produit
1430,ACCT1430,Compte numéro 1430,Passif
1431,ACCT1431,Compte numéro 1431,Actif
1432,ACCT1432,Compte numéro 1432,Produit
1433,ACCT1433,Compte numéro 1433,Produit
1434,ACCT1434,Compte numéro 1434,Produit
1435,ACCT1435,Compte numéro 1435,Actif
1436,ACCT1436,Compte numéro 1436,Produit
1437,ACCT1437,Compte numéro 1437,Charge
1438,ACCT1438,Compte numéro 1438,Passif
1439,ACCT1439,Compte numéro 1439,Charge
1440,ACCT1440,Compte numéro 1440,Passif
1441,ACCT1441,Compte numéro 1441,Charge
1442,ACCT1442,Compte numéro 1442,Passif
1443,ACCT1443,Compte numéro 1443,Produit
1444,ACCT1444,Compte numéro 1444,Passif
1445,ACCT1445,Compte numéro 1445,Produit
1446,ACCT1446,Compte numéro 1446,Charge
1447,ACCT1447,Compte numéro 1447,Produit
1448,ACCT1448,Compte numéro 1448,Produit
1449,ACCT1449,Compte numéro 1449,Actif
1450,ACCT1450,Compte numéro 1450,Charge
1451,ACCT1451,Compte numéro 1451,Produit
1452,ACCT1452,Compte numéro 1452,Produit
1453,ACCT1453,Compte numéro 1453,Passif
1454,ACCT1454,Compte numéro 1454,Produit
1455,ACCT1455,Compte numéro 1455,Passif
1456,ACCT1456,Compte numéro 1456,Charge
1457,ACCT1457,Compte numéro 1457,Actif
1458,ACCT1458,Compte numéro 1458,Passif
1459,ACCT1459,Compte numéro 1459,Produit
1460,ACCT1460,Compte numéro 1460,Produit
1461,ACCT1461,Compte numéro 1461,Charge
1462,ACCT1462,Compte numéro 1462,Actif
1463,ACCT1463,Compte numéro 1463,Charge
1464,ACCT1464,Compte numéro 1464,Passif
1465,ACCT1465,Compte numéro 1465,Passif
1466,ACCT1466,Compte numéro 1466,Passif
1467,ACCT1467,Compte numéro 1467,Passif
1468,ACCT1468,Compte numéro 1468,Actif
1469,ACCT1469,Compte numéro 1469,Actif
1470,ACCT1470,Compte numéro 1470,Passif
1471,ACCT1471,Compte numéro 1471,Produit
1472,ACCT1472,Compte numéro 1472,Actif
1473,ACCT1473,Compte numéro 1473,Passif
1474,ACCT1474,Compte numéro 1474,Actif
1475,ACCT1475,Compte numéro 1475,Charge
1476,ACCT1476,Compte numéro 1476,Passif
1477,ACCT1477,Compte numéro 1477,Produit
1478,ACCT1478,Compte numéro 1478,Produit
1479,ACCT1479,Compte numéro 1479,Passif
1480,ACCT1480,Compte numéro 1480,Charge
1481,ACCT1481,Compte numéro 1481,Passif
1482,ACCT1482,Compte numéro 1482,Actif
1483,ACCT1483,Compte numéro 1483,Passif
1484,ACCT1484,Compte numéro 1484,Actif
1485,ACCT1485,Compte numéro 1485,Produit
1486,ACCT1486,Compte numéro 1486,Produit
1487,ACCT1487,Compte numéro 1487,Passif
1488,ACCT1488,Compte numéro 1488,Produit
1489,ACCT1489,Compte numéro 1489,Produit
1490,ACCT1490,Compte numéro 1490,Produit
1491,ACCT1491,Compte numéro 1491,Charge
1492,ACCT1492,Compte numéro 1492,Produit
1493,ACCT1493,Compte numéro 1493,Produit
1494,ACCT1494,Compte numéro 1494,Actif
1495,ACCT1495,Compte numéro 1495,Charge
1496,ACCT1496,Compte numéro 1496,Produit
1497,ACCT1497,Compte numéro 1497,Actif
1498,ACCT1498,Compte numéro 1498,Actif
1499,ACCT1499,Compte numéro 1499,Passif
1500,ACCT1500,Compte numéro 1500,Passif
1501,ACCT1501,Compte numéro 1501,Produit
1502,ACCT1502,Compte numéro 1502,Charge
1503,ACCT1503,Compte numéro 1503,Actif
1504,ACCT1504,Compte numéro 1504,Charge
1505,ACCT1505,Compte numéro 1505,Passif
1506,ACCT1506,Compte numéro 1506,Passif
1507,ACCT1507,Compte numéro 1507,Charge
1508,ACCT1508,Compte numéro 1508,Passif
1509,ACCT1509,Compte numéro 1509,Charge
1510,ACCT1510,Compte numéro 1510,Produit
1511,ACCT1511,Compte numéro 1511,Produit
1512,ACCT1512,Compte numéro 1512,Charge
1513,ACCT1513,Compte numéro 1513,Charge
1514,ACCT1514,Compte numéro 1514,Charge
1515,ACCT1515,Compte numéro 1515,Actif
1516,ACCT1516,Compte numéro 1516,Actif
1517,ACCT1517,Compte numéro 1517,Produit
1518,ACCT1518,Compte numéro 1518,Produit
1519,ACCT1519,Compte numéro 1519,Charge
1520,ACCT1520,Compte numéro 1520,Charge
1521,ACCT1521,Compte numéro 1521,Charge
1522,ACCT1522,Compte numéro 1522,Charge
1523,ACCT1523,Compte numéro 1523,Actif
1524,ACCT1524,Compte numéro 1524,Produit
1525,ACCT1525,Compte numéro 1525,Charge
1526,ACCT1526,Compte numéro 1526,Actif
1527,ACCT1527,Compte numéro 1527,Passif
1528,ACCT1528,Compte numéro 1528,Passif
1529,ACCT1529,Compte numéro 1529,Actif
1530,ACCT1530,Compte numéro 1530,Actif
1531,ACCT1531,Compte numéro 1531,Passif
1532,ACCT1532,Compte numéro 1532,Actif
1533,ACCT1533,Compte numéro 1533,Produit
1534,ACCT1534,Compte numéro 1534,Actif
1535,ACCT1535,Compte numéro 1535,Passif
1536,ACCT1536,Compte numéro 1536,Produit
1537,ACCT1537,Compte numéro 1537,Produit
1538,ACCT1538,Compte numéro 1538,Produit
1539,ACCT1539,Compte numéro 1539,Produit
1540,ACCT1540,Compte numéro 1540,Produit
1541,ACCT1541,Compte numéro 1541,Passif
1542,ACCT1542,Compte numéro 1542,Actif
1543,ACCT1543,Compte numéro 1543,Passif
1544,ACCT1544,Compte numéro 1544,Actif
1545,ACCT1545,Compte numéro 1545,Charge
1546,ACCT1546,Compte numéro 1546,Charge
1547,ACCT1547,Compte numéro 1547,Actif
1548,ACCT1548,Compte numéro 1548,Produit
1549,ACCT1549,Compte numéro 1549,Actif
1550,ACCT1550,Compte numéro 1550,Charge
1551,ACCT1551,Compte numéro 1551,Actif
1552,ACCT1552,Compte numéro 1552,Produit
1553,ACCT1553,Compte numéro 1553,Passif
1554,ACCT1554,Compte numéro 1554,Passif
1555,ACCT1555,Compte numéro 1555,Produit
1556,ACCT1556,Compte numéro 1556,Charge
1557,ACCT1557,Compte numéro 1557,Actif
1558,ACCT1558,Compte numéro 1558,Actif
1559,ACCT1559,Compte numéro 1559,Produit
1560,ACCT1560,Compte numéro 1560,Produit
1561,ACCT1561,Compte numéro 1561,Produit
1562,ACCT1562,Compte numéro 1562,Charge
1563,ACCT1563,Compte numéro 1563,Charge
1564,ACCT1564,Compte numéro 1564,Passif
1565,ACCT1565,Compte numéro 1565,Passif
1566,ACCT1566,Compte numéro 1566,Produit
1567,ACCT1567,Compte numéro 1567,Actif
1568,ACCT1568,Compte numéro 1568,Produit
1569,ACCT1569,Compte numéro 1569,Passif
1570,ACCT1570,Compte numéro 1570,Charge
1571,ACCT1571,Compte numéro 1571,Charge
1572,ACCT1572,Compte numéro 1572,Actif
1573,ACCT1573,Compte numéro 1573,Passif
1574,ACCT1574,Compte numéro 1574,Produit
1575,ACCT1575,Compte numéro 1575,Charge
1576,ACCT1576,Compte numéro 1576,Produit
1577,ACCT1577,Compte numéro 1577,Produit
1578,ACCT1578,Compte numéro 1578,Passif
1579,ACCT1579,Compte numéro 1579,Actif
1580,ACCT1580,Compte numéro 1580,Charge
1581,ACCT1581,Compte numéro 1581,Passif
1582,ACCT1582,Compte numéro 1582,Produit
1583,ACCT1583,Compte numéro 1583,Actif
1584,ACCT1584,Compte numéro 1584,Passif
1585,ACCT1585,Compte numéro 1585,Charge
1586,ACCT1586,Compte numéro 1586,Produit
1587,ACCT1587,Compte numéro 1587,Actif
1588,ACCT1588,Compte numéro 1588,Passif
1589,ACCT1589,Compte numéro 1589,Produit
1590,ACCT1590,Compte numéro 1590,Actif
1591,ACCT1591,Compte numéro 1591,Produit
1592,ACCT1592,Compte numéro 1592,Actif
1593,ACCT1593,Compte numéro 1593,Produit
1594,ACCT1594,Compte numéro 1594,Actif
1595,ACCT1595,Compte numéro 1595,Produit
1596,ACCT1596,Compte numéro 1596,Passif
1597,ACCT1597,Compte numéro 1597,Produit
1598,ACCT1598,Compte numéro 1598,Passif
1599,ACCT1599,Compte numéro 1599,Passif
1600,ACCT1600,Compte numéro 1600,Produit
1601,ACCT1601,Compte numéro 1601,Actif
1602,ACCT1602,Compte numéro 1602,Passif
1603,ACCT1603,Compte numéro 1603,Charge
1604,ACCT1604,Compte numéro 1604,Passif
1605,ACCT1605,Compte numéro 1605,Actif
1606,ACCT1606,Compte numéro 1606,Produit
1607,ACCT1607,Compte numéro 1607,Passif
1608,ACCT1608,Compte numéro 1608,Produit
1609,ACCT1609,Compte numéro 1609,Actif
1610,ACCT1610,Compte numéro 1610,Actif
1611,ACCT1611,Compte numéro 1611,Actif
1612,ACCT1612,Compte numéro 1612,Charge
1613,ACCT1613,Compte numéro 1613,Produit
1614,ACCT1614,Compte numéro 1614,Produit
1615,ACCT1615,Compte numéro 1615,Charge
1616,ACCT1616,Compte numéro 1616,Produit
1617,ACCT1617,Compte numéro 1617,Passif
1618,ACCT1618,Compte numéro 1618,Charge
1619,ACCT1619,Compte numéro 1619,Actif
1620,ACCT1620,Compte numéro 1620,Actif
1621,ACCT1621,Compte numéro 1621,Actif
1622,ACCT1622,Compte numéro 1622,Actif
1623,ACCT1623,Compte numéro 1623,Actif
1624,ACCT1624,Compte numéro 1624,Actif
1625,ACCT1625,Compte numéro 1625,Passif
1626,ACCT1626,Compte numéro 1626,Passif
1627,ACCT1627,Compte numéro 1627,Passif
1628,ACCT1628,Compte numéro 1628,Passif
1629,ACCT1629,Compte numéro 1629,Produit
1630,ACCT1630,Compte numéro 1630,Charge
1631,ACCT1631,Compte numéro 1631,Charge
1632,ACCT1632,Compte numéro 1632,Passif
1633,ACCT1633,Compte numéro 1633,Charge
1634,ACCT1634,Compte numéro 1634,Actif
1635,ACCT1635,Compte numéro 1635,Actif
1636,ACCT1636,Compte numéro 1636,Produit
1637,ACCT1637,Compte numéro 1637,Actif
1638,ACCT1638,Compte numéro 1638,Passif
1639,ACCT1639,Compte numéro 1639,Passif
1640,ACCT1640,Compte numéro 1640,Charge
1641,ACCT1641,Compte numéro 1641,Passif
1642,ACCT1642,Compte numéro 1642,Produit
1643,ACCT1643,Compte numéro 1643,Charge
1644,ACCT1644,Compte numéro 1644,Produit
1645,ACCT1645,Compte numéro 1645,Charge
1646,ACCT1646,Compte numéro 1646,Passif
1647,ACCT1647,Compte numéro 1647,Produit
1648,ACCT1648,Compte numéro 1648,Actif
1649,ACCT1649,Compte numéro 1649,Produit
1650,ACCT1650,Compte numéro 1650,Charge
1651,ACCT1651,Compte numéro 1651,Passif
1652,ACCT1652,Compte numéro 1652,Produit
1653,ACCT1653,Compte numéro 1653,Passif
1654,ACCT1654,Compte numéro 1654,Passif
1655,ACCT1655,Compte numéro 1655,Charge
1656,ACCT1656,Compte numéro 1656,Actif
1657,ACCT1657,Compte numéro 1657,Passif
1658,ACCT1658,Compte numéro 1658,Actif
1659,ACCT1659,Compte numéro 1659,Produit
1660,ACCT1660,Compte numéro 1660,Passif
1661,ACCT1661,Compte numéro 1661,Charge
1662,ACCT1662,Compte numéro 1662,Charge
1663,ACCT1663,Compte numéro 1663,Passif
1664,ACCT1664,Compte numéro 1664,Charge
1665,ACCT1665,Compte numéro 1665,Passif
1666,ACCT1666,Compte numéro 1666,Passif
1667,ACCT1667,Compte numéro 1667,Produit
1668,ACCT1668,Compte numéro 1668,Passif
1669,ACCT1669,Compte numéro 1669,Produit
1670,ACCT1670,Compte numéro 1670,Produit
1671,ACCT1671,Compte numéro 1671,Charge
1672,ACCT1672,Compte numéro 1672,Produit
1673,ACCT1673,Compte numéro 1673,Produit
1674,ACCT1674,Compte numéro 1674,Charge
1675,ACCT1675,Compte numéro 1675,Actif
1676,ACCT1676,Compte numéro 1676,Charge
1677,ACCT1677,Compte numéro 1677,Produit
1678,ACCT1678,Compte numéro 1678,Passif
1679,ACCT1679,Compte numéro 1679,Produit
1680,ACCT1680,Compte numéro 1680,Charge
1681,ACCT1681,Compte numéro 1681,Actif
1682,ACCT1682,Compte numéro 1682,Produit
1683,ACCT1683,Compte numéro 1683,Charge
1684,ACCT1684,Compte numéro 1684,Produit
1685,ACCT1685,Compte numéro 1685,Actif
1686,ACCT1686,Compte numéro 1686,Produit
1687,ACCT1687,Compte numéro 1687,Produit
1688,ACCT1688,Compte numéro 1688,Actif
1689,ACCT1689,Compte numéro 1689,Passif
1690,ACCT1690,Compte numéro 1690,Actif
1691,ACCT1691,Compte numéro 1691,Passif
1692,ACCT1692,Compte numéro 1692,Charge
1693,ACCT1693,Compte numéro 1693,Actif
1694,ACCT1694,Compte numéro 1694,Passif
1695,ACCT1695,Compte numéro 1695,Passif
1696,ACCT1696,Compte numéro 1696,Passif
1697,ACCT1697,Compte numéro 1697,Charge
1698,ACCT1698,Compte numéro 1698,Actif
1699,ACCT1699,Compte numéro 1699,Charge
1700,ACCT1700,Compte numéro 1700,Passif
1701,ACCT1701,Compte numéro 1701,Produit
1702,ACCT1702,Compte numéro 1702,Passif
1703,ACCT1703,Compte numéro 1703,Produit
1704,ACCT1704,Compte numéro 1704,Charge
1705,ACCT1705,Compte numéro 1705,Charge
1706,ACCT1706,Compte numéro 1706,Produit
1707,ACCT1707,Compte numéro 1707,Passif
1708,ACCT1708,Compte numéro 1708,Passif
1709,ACCT1709,Compte numéro 1709,Passif
1710,ACCT1710,Compte numéro 1710,Passif
1711,ACCT1711,Compte numéro 1711,Actif
1712,ACCT1712,Compte numéro 1712,Actif
1713,ACCT1713,Compte numéro 1713,Passif
1714,ACCT1714,Compte numéro 1714,Charge
1715,ACCT1715,Compte numéro 1715,Produit
1716,ACCT1716,Compte numéro 1716,Produit
1717,ACCT1717,Compte numéro 1717,Actif
1718,ACCT1718,Compte numéro 1718,Charge
1719,ACCT1719,Compte numéro 1719,Produit
1720,ACCT1720,Compte numéro 1720,Produit
1721,ACCT1721,Compte numéro 1721,Actif
1722,ACCT1722,Compte numéro 1722,Produit
1723,ACCT1723,Compte numéro 1723,Produit
1724,ACCT1724,Compte numéro 1724,Actif
1725,ACCT1725,Compte numéro 1725,Passif
1726,ACCT1726,Compte numéro 1726,Passif
1727,ACCT1727,Compte numéro 1727,Actif
1728,ACCT1728,Compte numéro 1728,Passif
1729,ACCT1729,Compte numéro 1729,Actif
1730,ACCT1730,Compte numéro 1730,Charge
1731,ACCT1731,Compte numéro 1731,Produit
1732,ACCT1732,Compte numéro 1732,Charge
1733,ACCT1733,Compte numéro 1733,Charge
1734,ACCT1734,Compte numéro 1734,Actif
1735,ACCT1735,Compte numéro 1735,Actif
1736,ACCT1736,Compte numéro 1736,Charge
1737,ACCT1737,Compte numéro 1737,Passif
1738,ACCT1738,Compte numéro 1738,Actif
1739,ACCT1739,Compte numéro 1739,Produit
1740,ACCT1740,Compte numéro 1740,Produit
1741,ACCT1741,Compte numéro 1741,Produit
1742,ACCT1742,Compte numéro 1742,Produit
1743,ACCT1743,Compte numéro 1743,Passif
1744,ACCT1744,Compte numéro 1744,Passif
1745,ACCT1745,Compte numéro 1745,Passif
1746,ACCT1746,Compte numéro 1746,Passif
1747,ACCT1747,Compte numéro 1747,Charge
1748,ACCT1748,Compte numéro 1748,Produit
1749,ACCT1749,Compte numéro 1749,Charge
1750,ACCT1750,Compte numéro 1750,Produit
1751,ACCT1751,Compte numéro 1751,Charge
1752,ACCT1752,Compte numéro 1752,Charge
1753,ACCT1753,Compte numéro 1753,Actif
1754,ACCT1754,Compte numéro 1754,Charge
1755,ACCT1755,Compte numéro 1755,Charge
1756,ACCT1756,Compte numéro 1756,Charge
