entry_date,account_id,description,debit,credit
2023-07-13,2454,Ecriture automatique 1119,0,702.51
2023-07-01,2539,Ecriture automatique 1120,101.9,0
2023-03-18,1491,Ecriture automatique 1121,136.08,0
2023-01-20,1768,Ecriture automatique 1122,0,776.89
2023-01-01,3992,Ecriture automatique 1123,406.98,0
2023-03-22,886,Ecriture automatique 1124,689.25,0
2023-08-18,242,Ecriture automatique 1125,756.56,0
2023-12-22,1345,Ecriture automatique 1126,0,845.3
2023-05-28,4297,Ecriture automatique 1127,0,177.44
2023-12-21,1062,Ecriture automatique 1128,716.83,0
2023-12-28,3224,Ecriture automatique 1129,701.23,0
2023-04-20,1776,Ecriture automatique 1130,394.48,0
2023-07-28,1050,Ecriture automatique 1131,0,260.87
2023-01-02,4616,Ecriture automatique 1132,0,983.65
2023-01-22,2033,Ecriture automatique 1133,720.26,0
2023-10-31,3834,Ecriture automatique 1134,833.64,0
2023-01-19,2958,Ecriture automatique 1135,724.16,0
2023-11-15,4316,Ecriture automatique 1136,994.15,0
2023-10-06,437,Ecriture automatique 1137,10.45,0
2023-11-28,4549,Ecriture automatique 1138,191.22,0
2023-02-25,3466,Ecriture automatique 1139,0,232.06
2023-06-15,4294,Ecriture automatique 1140,0,658.08
2023-02-14,4022,Ecriture automatique 1141,939.51,0
2023-11-11,2100,Ecriture automatique 1142,518.3,0
2023-03-09,2453,Ecriture automatique 1143,0,827.58
2023-01-20,2981,Ecriture automatique 1144,0,758.73
2023-10-19,757,Ecriture automatique 1145,165.72,0
2023-10-01,4276,Ecriture automatique 1146,0,939.67
2023-02-02,3067,Ecriture automatique 1147,756.94,0
2023-10-11,4716,Ecriture automatique 1148,692.39,0
2023-10-27,3270,Ecriture automatique 1149,0,835.13
2023-12-28,4302,Ecriture automatique 1150,0,303.78
2023-10-08,242,Ecriture automatique 1151,243.16,0
2023-09-19,3729,Ecriture automatique 1152,0,574.05
2023-07-07,3380,Ecriture automatique 1153,0,821.62
2023-07-18,3909,Ecriture automatique 1154,85.03,0
2023-11-24,2090,Ecriture automatique 1155,484.64,0
2023-02-18,2411,Ecriture automatique 1156,0,896.35
2023-06-05,3676,Ecriture automatique 1157,0,644.54
2023-04-12,3760,Ecriture automatique 1158,0,633.45
2023-06-15,3259,Ecriture automatique 1159,0,741.97
2023-09-08,1131,Ecriture automatique 1160,871.0,0
2023-04-26,1569,Ecriture automatique 1161,732.34,0
2023-07-04,2067,Ecriture automatique 1162,0,840.92
2023-08-01,2277,Ecriture automatique 1163,878.7,0
2023-12-08,2019,Ecriture automatique 1164,0,693.51
2023-10-14,4342,Ecriture automatique 1165,690.53,0
2023-10-23,3323,Ecriture automatique 1166,0,69.71
2023-11-26,3311,Ecriture automatique 1167,184.85,0
2023-02-15,4642,Ecriture automatique 1168,791.4,0
2023-11-01,1671,Ecriture automatique 1169,616.65,0
2023-04-05,3262,Ecriture automatique 1170,0,643.75
2023-11-20,4943,Ecriture automatique 1171,532.74,0
2023-12-06,1293,Ecriture automatique 1172,0,876.79
2023-09-27,3591,Ecriture automatique 1173,0,606.0
2023-06-19,1587,Ecriture automatique 1174,805.34,0
2023-06-16,2250,Ecriture automatique 1175,597.71,0
2023-04-25,154,Ecriture automatique 1176,409.87,0
2023-03-09,3191,Ecriture automatique 1177,0,260.71
2023-05-26,1604,Ecriture automatique 1178,445.67,0
2023-01-26,821,Ecriture automatique 1179,126.32,0
2023-12-20,4228,Ecriture automatique 1180,0,718.7
2023-12-27,1501,Ecriture automatique 1181,0,106.63
2023-03-25,3283,Ecriture automatique 1182,540.07,0
2023-06-06,1340,Ecriture automatique 1183,171.42,0
2023-04-15,2671,Ecriture automatique 1184,0,362.5
2023-05-21,3464,Ecriture automatique 1185,0,516.1
2023-11-03,4629,Ecriture automatique 1186,480.14,0
2023-01-08,2354,Ecriture automatique 1187,886.94,0
2023-12-26,4740,Ecriture automatique 1188,332.24,0
2023-04-17,4425,Ecriture automatique 1189,181.59,0
2023-05-05,530,Ecriture automatique 1190,0,292.26
2023-09-23,2240,Ecriture automatique 1191,412.99,0
2023-05-14,615,Ecriture automatique 1192,0,995.22
2023-09-25,510,Ecriture automatique 1193,570.83,0
2023-03-21,1648,Ecriture automatique 1194,589.88,0
2023-11-09,3335,Ecriture automatique 1195,0,247.41
2023-03-19,2684,Ecriture automatique 1196,132.58,0
2023-06-11,3006,Ecriture automatique 1197,0,195.09
2023-02-04,1712,Ecriture automatique 1198,0,925.6
2023-04-16,1546,Ecriture automatique 1199,399.82,0
2023-03-29,4408,Ecriture automatique 1200,0,763.62
2023-06-10,964,Ecriture automatique 1201,0,830.55
2023-04-12,4338,Ecriture automatique 1202,336.52,0
2023-08-06,2233,Ecriture automatique 1203,0,218.59
2023-04-22,3445,Ecriture automatique 1204,0,528.66
2023-03-28,2084,Ecriture automatique 1205,268.96,0
2023-11-18,3243,Ecriture automatique 1206,0,70.98
2023-08-29,3791,Ecriture automatique 1207,591.9,0
2023-07-04,2931,Ecriture automatique 1208,0,138.82
2023-03-05,3994,Ecriture automatique 1209,302.58,0
2023-09-26,205,Ecriture automatique 1210,0,942.59
2023-01-03,4831,Ecriture automatique 1211,496.23,0
2023-11-09,502,Ecriture automatique 1212,0,205.51
2023-12-16,1580,Ecriture automatique 1213,0,132.31
2023-01-01,28,Ecriture automatique 1214,0,632.21
2023-06-10,633,Ecriture automatique 1215,0,957.78
2023-06-29,1619,Ecriture automatique 1216,823.27,0
2023-12-20,1446,Ecriture automatique 1217,658.83,0
2023-07-26,3409,Ecriture automatique 1218,645.09,0
2023-07-24,442,Ecriture automatique 1219,0,898.25
2023-08-03,4970,Ecriture automatique 1220,995.85,0
2023-03-09,1601,Ecriture automatique 1221,603.62,0
2023-08-21,945,Ecriture automatique 1222,0,470.61
2023-06-26,1255,Ecriture automatique 1223,0,359.08
2023-07-08,3435,Ecriture automatique 1224,0,359.41
2023-10-09,4636,Ecriture automatique 1225,891.8,0
2023-01-10,2607,Ecriture automatique 1226,769.52,0
2023-03-02,2668,Ecriture automatique 1227,804.33,0
2023-06-26,2702,Ecriture automatique 1228,0,861.99
2023-10-14,3621,Ecriture automatique 1229,0,792.15
2023-11-11,3650,Ecriture automatique 1230,426.53,0
2023-07-01,3480,Ecriture automatique 1231,630.68,0
2023-01-14,4175,Ecriture automatique 1232,955.29,0
2023-09-27,2084,Ecriture automatique 1233,29.49,0
2023-10-04,3614,Ecriture automatique 1234,0,546.82
2023-06-26,3081,Ecriture automatique 1235,0,580.52
2023-08-06,227,Ecriture automatique 1236,0,793.92
2023-05-27,4142,Ecriture automatique 1237,390.33,0
2023-12-27,458,Ecriture automatique 1238,0,150.03
2023-01-05,1467,Ecriture automatique 1239,578.87,0
2023-12-22,1333,Ecriture automatique 1240,812.24,0
2023-11-06,3749,Ecriture automatique 1241,0,897.18
2023-07-20,1353,Ecriture automatique 1242,0,135.21
2023-01-14,2236,Ecriture automatique 1243,0,838.31
2023-04-22,1142,Ecriture automatique 1244,0,169.46
2023-11-08,2421,Ecriture automatique 1245,100.46,0
2023-06-05,2082,Ecriture automatique 1246,527.45,0
2023-05-22,685,Ecriture automatique 1247,914.18,0
2023-04-01,1743,Ecriture automatique 1248,0,381.34
2023-12-03,4524,Ecriture automatique 1249,0,457.6
2023-11-19,4471,Ecriture automatique 1250,0,181.83
2023-06-14,3978,Ecriture automatique 1251,158.4,0
2023-04-01,1236,Ecriture automatique 1252,0,273.77
2023-11-03,692,Ecriture automatique 1253,300.49,0
2023-12-27,3579,Ecriture automatique 1254,0,354.13
2023-03-19,4200,Ecriture automatique 1255,283.86,0
2023-07-30,3917,Ecriture automatique 1256,0,426.56
2023-12-25,3843,Ecriture automatique 1257,0,881.2
2023-07-07,3357,Ecriture automatique 1258,0,33.93
2023-12-09,3643,Ecriture automatique 1259,0,408.2
2023-08-01,1631,Ecriture automatique 1260,0,371.79
2023-07-15,4230,Ecriture automatique 1261,0,531.28
2023-06-28,4539,Ecriture automatique 1262,22.24,0
2023-02-15,3526,Ecriture automatique 1263,0,435.82
2023-08-07,1510,Ecriture automatique 1264,764.26,0
2023-04-05,1041,Ecriture automatique 1265,0,387.29
2023-11-01,4268,Ecriture automatique 1266,867.09,0
2023-03-16,3880,Ecriture automatique 1267,0,663.53
2023-01-08,3060,Ecriture automatique 1268,257.69,0
2023-11-09,3751,Ecriture automatique 1269,191.97,0
2023-02-21,492,Ecriture automatique 1270,961.13,0
2023-10-10,3930,Ecriture automatique 1271,0,499.16
2023-08-28,2324,Ecriture automatique 1272,0,360.14
2023-07-02,3381,Ecriture automatique 1273,296.84,0
2023-09-14,725,Ecriture automatique 1274,0,867.36
2023-02-14,2213,Ecriture automatique 1275,0,860.94
2023-08-28,1187,Ecriture automatique 1276,539.9,0
2023-07-03,500,Ecriture automatique 1277,0,894.1
2023-08-05,1228,Ecriture automatique 1278,0,152.29
2023-01-30,1894,Ecriture automatique 1279,483.93,0
2023-08-02,4739,Ecriture automatique 1280,988.32,0
2023-03-12,2145,Ecriture automatique 1281,803.67,0
2023-11-26,4201,Ecriture automatique 1282,932.36,0
2023-08-29,4021,Ecriture automatique 1283,0,195.77
2023-01-06,353,Ecriture automatique 1284,860.82,0
2023-09-29,2046,Ecriture automatique 1285,993.25,0
2023-08-10,2812,Ecriture automatique 1286,0,362.73
2023-08-31,754,Ecriture automatique 1287,0,844.97
2023-07-04,3554,Ecriture automatique 1288,11.55,0
2023-08-04,1127,Ecriture automatique 1289,0,553.79
2023-06-18,1428,Ecriture automatique 1290,629.57,0
2023-12-24,854,Ecriture automatique 1291,0,466.61
2023-06-20,3878,Ecriture automatique 1292,526.13,0
2023-10-04,1912,Ecriture automatique 1293,843.85,0
2023-09-13,2357,Ecriture automatique 1294,0,561.65
2023-11-12,4750,Ecriture automatique 1295,0,648.03
2023-11-10,2195,Ecriture automatique 1296,0,84.47
2023-04-01,824,Ecriture automatique 1297,0,482.92
2023-05-07,3419,Ecriture automatique 1298,0,685.15
2023-08-05,1664,Ecriture automatique 1299,0,229.74
2023-04-27,2902,Ecriture automatique 1300,266.95,0
2023-09-17,2622,Ecriture automatique 1301,0,51.04
2023-10-25,3820,Ecriture automatique 1302,793.0,0
2023-02-27,3126,Ecriture automatique 1303,0,527.32
2023-02-28,878,Ecriture automatique 1304,110.56,0
2023-03-02,2909,Ecriture automatique 1305,187.07,0
2023-03-20,4327,Ecriture automatique 1306,0,103.22
2023-05-05,1927,Ecriture automatique 1307,943.31,0
2023-12-03,2629,Ecriture automatique 1308,0,973.52
2023-11-07,2361,Ecriture automatique 1309,243.4,0
2023-09-14,1270,Ecriture automatique 1310,0,79.92
2023-11-28,2566,Ecriture automatique 1311,98.29,0
2023-12-05,2304,Ecriture automatique 1312,254.55,0
2023-11-28,4742,Ecriture automatique 1313,0,891.19
2023-01-21,4885,Ecriture automatique 1314,0,120.95
2023-03-06,1815,Ecriture automatique 1315,717.69,0
2023-10-16,1818,Ecriture automatique 1316,861.85,0
2023-12-22,4361,Ecriture automatique 1317,0,525.51
2023-08-21,2602,Ecriture automatique 1318,0,718.72
2023-06-09,3906,Ecriture automatique 1319,0,778.81
2023-08-12,713,Ecriture automatique 1320,707.37,0
2023-09-26,504,Ecriture automatique 1321,263.71,0
2023-09-25,947,Ecriture automatique 1322,216.64,0
2023-02-10,2456,Ecriture automatique 1323,0,845.1
2023-09-14,273,Ecriture automatique 1324,0,749.87
2023-09-16,3305,Ecriture automatique 1325,930.05,0
2023-05-14,1873,Ecriture automatique 1326,0,138.63
2023-02-20,4433,Ecriture automatique 1327,0,924.57
2023-05-06,2534,Ecriture automatique 1328,0,409.35
2023-02-08,825,Ecriture automatique 1329,0,746.29
2023-11-09,4093,Ecriture automatique 1330,720.59,0
2023-03-21,4972,Ecriture automatique 1331,0,501.68
2023-06-21,3152,Ecriture automatique 1332,628.23,0
2023-07-27,2980,Ecriture automatique 1333,0,646.83
2023-03-20,248,Ecriture automatique 1334,0,131.9
2023-04-08,3019,Ecriture automatique 1335,18.89,0
2023-08-03,702,Ecriture automatique 1336,584.3,0
2023-03-13,3430,Ecriture automatique 1337,301.76,0
2023-04-30,1787,Ecriture automatique 1338,0,317.0
2023-04-23,2753,Ecriture automatique 1339,354.27,0
2023-07-11,961,Ecriture automatique 1340,565.2,0
2023-07-25,2132,Ecriture automatique 1341,891.39,0
2023-08-20,1747,Ecriture automatique 1342,0,886.97
2023-09-04,1735,Ecriture automatique 1343,0,720.31
2023-09-26,1889,Ecriture automatique 1344,190.98,0
2023-01-15,1943,Ecriture automatique 1345,519.77,0
2023-09-03,1112,Ecriture automatique 1346,0,446.56
2023-11-24,4779,Ecriture automatique 1347,0,858.34
2023-10-09,1848,Ecriture automatique 1348,990.78,0
2023-05-13,4705,Ecriture automatique 1349,0,404.8
2023-07-20,4230,Ecriture automatique 1350,460.61,0
2023-11-04,574,Ecriture automatique 1351,0,626.51
2023-10-14,1811,Ecriture automatique 1352,479.2,0
2023-02-05,548,Ecriture automatique 1353,0,613.05
2023-09-21,50,Ecriture automatique 1354,174.31,0
2023-02-21,3178,Ecriture automatique 1355,752.12,0
2023-08-25,4980,Ecriture automatique 1356,0,523.03
2023-08-29,787,Ecriture automatique 1357,265.78,0
2023-10-03,1664,Ecriture automatique 1358,0,465.36
2023-03-24,555,Ecriture automatique 1359,167.42,0
2023-03-07,2632,Ecriture automatique 1360,821.63,0
2023-03-05,3035,Ecriture automatique 1361,96.61,0
2023-07-27,2902,Ecriture automatique 1362,55.13,0
2023-12-27,3453,Ecriture automatique 1363,157.52,0
2023-06-26,4758,Ecriture automatique 1364,158.64,0
2023-11-03,323,Ecriture automatique 1365,0,465.47
2023-07-21,878,Ecriture automatique 1366,0,661.97
2023-01-30,4786,Ecriture automatique 1367,993.1,0
2023-01-20,1349,Ecriture automatique 1368,834.4,0
2023-02-05,2953,Ecriture automatique 1369,40.17,0
2023-02-28,3730,Ecriture automatique 1370,305.73,0
2023-04-06,4356,Ecriture automatique 1371,645.7,0
2023-07-22,1883,Ecriture automatique 1372,0,69.16
2023-01-05,534,Ecriture automatique 1373,259.78,0
2023-04-03,4288,Ecriture automatique 1374,231.17,0
2023-02-18,289,Ecriture automatique 1375,737.43,0
2023-09-24,669,Ecriture automatique 1376,0,13.77
2023-11-04,362,Ecriture automatique 1377,0,76.91
2023-10-23,2828,Ecriture automatique 1378,0,938.41
2023-03-13,4673,Ecriture automatique 1379,647.46,0
2023-12-04,3716,Ecriture automatique 1380,0,204.76
2023-06-07,2097,Ecriture automatique 1381,612.79,0
2023-12-07,1436,Ecriture automatique 1382,125.57,0
2023-06-02,370,Ecriture automatique 1383,995.8,0
2023-05-23,1072,Ecriture automatique 1384,0,76.1
2023-11-11,2850,Ecriture automatique 1385,227.03,0
2023-07-09,89,Ecriture automatique 1386,797.23,0
2023-12-25,3044,Ecriture automatique 1387,0,135.67
2023-09-21,3410,Ecriture automatique 1388,951.44,0
2023-11-30,1887,Ecriture automatique 1389,0,263.15
2023-02-13,3824,Ecriture automatique 1390,716.18,0
2023-01-11,1277,Ecriture automatique 1391,636.2,0
2023-07-22,4696,Ecriture automatique 1392,0,540.35
2023-08-28,3979,Ecriture automatique 1393,0,862.7
2023-09-28,3773,Ecriture automatique 1394,510.33,0
2023-09-22,2044,Ecriture automatique 1395,0,94.76
2023-01-14,1416,Ecriture automatique 1396,0,274.17
2023-02-07,4222,Ecriture automatique 1397,0,676.19
2023-08-30,2769,Ecriture automatique 1398,0,913.96
2023-06-12,4636,Ecriture automatique 1399,62.37,0
2023-03-22,3422,Ecriture automatique 1400,480.23,0
2023-03-14,1426,Ecriture automatique 1401,0,843.86
2023-04-05,2416,Ecriture automatique 1402,45.85,0
2023-09-11,4357,Ecriture automatique 1403,440.97,0
2023-10-29,595,Ecriture automatique 1404,411.72,0
2023-11-02,49,Ecriture automatique 1405,410.1,0
2023-12-18,2415,Ecriture automatique 1406,0,141.84
2023-07-20,2900,Ecriture automatique 1407,855.62,0
2023-11-29,2156,Ecriture automatique 1408,0,708.78
2023-01-18,96,Ecriture automatique 1409,423.89,0
2023-07-12,168,Ecriture automatique 1410,242.93,0
2023-05-12,4779,Ecriture automatique 1411,573.15,0
2023-04-08,2494,Ecriture automatique 1412,829.02,0
2023-11-21,2118,Ecriture automatique 1413,0,181.34
2023-02-11,374,Ecriture automatique 1414,506.12,0
2023-10-14,3829,Ecriture automatique 1415,224.64,0
2023-09-21,3579,Ecriture automatique 1416,0,254.35
2023-03-17,264,Ecriture automatique 1417,0,757.93
2023-03-09,4478,Ecriture automatique 1418,0,859.72
2023-02-13,3930,Ecriture automatique 1419,0,288.07
2023-04-19,1726,Ecriture automatique 1420,165.24,0
2023-10-10,1912,Ecriture automatique 1421,561.27,0
2023-02-15,295,Ecriture automatique 1422,189.29,0
2023-07-27,1509,Ecriture automatique 1423,339.79,0
2023-05-12,4077,Ecriture automatique 1424,0,410.22
2023-11-22,2006,Ecriture automatique 1425,398.17,0
2023-01-22,3908,Ecriture automatique 1426,154.89,0
2023-06-22,4925,Ecriture automatique 1427,0,453.2
2023-08-28,2449,Ecriture automatique 1428,214.62,0
2023-03-27,1651,Ecriture automatique 1429,0,220.56
2023-09-10,1086,Ecriture automatique 1430,0,632.62
2023-02-23,1618,Ecriture automatique 1431,0,451.76
2023-07-23,2085,Ecriture automatique 1432,124.64,0
2023-01-27,2904,Ecriture automatique 1433,253.5,0
2023-09-12,2943,Ecriture automatique 1434,0,988.61
2023-08-22,3906,Ecriture automatique 1435,0,348.97
2023-09-19,3467,Ecriture automatique 1436,116.69,0
2023-03-16,3197,Ecriture automatique 1437,0,634.32
2023-10-07,4818,Ecriture automatique 1438,556.93,0
2023-06-22,2534,Ecriture automatique 1439,0,204.96
2023-11-28,552,Ecriture automatique 1440,0,735.16
2023-05-11,3509,Ecriture automatique 1441,0,97.25
2023-08-25,2873,Ecriture automatique 1442,54.03,0
2023-05-14,3943,Ecriture automatique 1443,904.66,0
2023-01-31,1953,Ecriture automatique 1444,0,644.4
2023-07-06,3952,Ecriture automatique 1445,0,743.43
2023-11-11,1295,Ecriture automatique 1446,843.31,0
2023-06-18,2547,Ecriture automatique 1447,0,54.82
2023-08-22,4389,Ecriture automatique 1448,793.01,0
2023-07-02,3514,Ecriture automatique 1449,0,903.84
2023-01-27,1094,Ecriture automatique 1450,0,845.09
2023-04-04,2302,Ecriture automatique 1451,0,276.16
2023-12-08,3835,Ecriture automatique 1452,701.03,0
2023-02-01,4009,Ecriture automatique 1453,805.61,0
2023-12-03,4587,Ecriture automatique 1454,0,606.23
2023-04-30,3016,Ecriture automatique 1455,0,271.91
2023-09-09,2902,Ecriture automatique 1456,659.72,0
2023-02-10,1960,Ecriture automatique 1457,558.83,0
2023-09-10,2047,Ecriture automatique 1458,109.16,0
2023-08-01,117,Ecriture automatique 1459,0,867.6
2023-07-05,4001,Ecriture automatique 1460,251.6,0
2023-07-24,2957,Ecriture automatique 1461,243.12,0
2023-02-15,3891,Ecriture automatique 1462,0,444.76
2023-02-14,1184,Ecriture automatique 1463,0,533.45
2023-12-24,3623,Ecriture automatique 1464,0,475.57
2023-03-08,3087,Ecriture automatique 1465,0,309.61
2023-10-18,1372,Ecriture automatique 1466,0,836.5
2023-10-11,3873,Ecriture automatique 1467,0,50.88
2023-02-01,935,Ecriture automatique 1468,590.68,0
2023-05-08,3900,Ecriture automatique 1469,302.24,0
2023-03-06,1849,Ecriture automatique 1470,12.08,0
2023-10-04,311,Ecriture automatique 1471,0,417.35
2023-10-12,1128,Ecriture automatique 1472,0,196.71
2023-12-21,1562,Ecriture automatique 1473,813.37,0
2023-12-27,3420,Ecriture automatique 1474,0,861.55
2023-09-05,4893,Ecriture automatique 1475,0,358.75
2023-07-01,3311,Ecriture automatique 1476,720.21,0
2023-11-10,2873,Ecriture automatique 1477,189.64,0
2023-03-11,4656,Ecriture automatique 1478,0,769.13
2023-08-21,3383,Ecriture automatique 1479,650.76,0
2023-01-13,3663,Ecriture automatique 1480,763.59,0
2023-01-20,3130,Ecriture automatique 1481,714.32,0
2023-02-04,947,Ecriture automatique 1482,0,220.62
2023-01-23,65,Ecriture automatique 1483,0,973.42
2023-08-10,1402,Ecriture automatique 1484,0,44.7
2023-12-13,4820,Ecriture automatique 1485,911.3,0
2023-07-15,2380,Ecriture automatique 1486,0,106.98
2023-01-12,474,Ecriture automatique 1487,504.56,0
2023-04-09,2785,Ecriture automatique 1488,807.27,0
2023-07-12,4059,Ecriture automatique 1489,687.55,0
2023-05-02,4873,Ecriture automatique 1490,0,399.76
2023-09-15,1916,Ecriture automatique 1491,0,554.17
2023-07-09,3932,Ecriture automatique 1492,0,402.49
2023-03-22,1214,Ecriture automatique 1493,0,283.45
2023-03-15,1005,Ecriture automatique 1494,743.89,0
2023-04-21,112,Ecriture automatique 1495,411.53,0
2023-12-11,2600,Ecriture automatique 1496,414.96,0
2023-05-11,3281,Ecriture automatique 1497,0,64.0
2023-02-22,789,Ecriture automatique 1498,694.44,0
2023-08-31,3018,Ecriture automatique 1499,826.52,0
2023-12-16,772,Ecriture automatique 1500,0,364.88
2023-12-30,2426,Ecriture automatique 1501,687.52,0
2023-09-15,413,Ecriture automatique 1502,0,87.83
2023-03-14,387,Ecriture automatique 1503,0,855.88
2023-05-29,2103,Ecriture automatique 1504,802.22,0
2023-06-30,2683,Ecriture automatique 1505,454.3,0
2023-08-31,237,Ecriture automatique 1506,59.56,0
2023-06-30,4696,Ecriture automatique 1507,981.02,0
2023-05-21,3861,Ecriture automatique 1508,602.75,0
2023-03-17,1510,Ecriture automatique 1509,904.59,0
2023-07-06,1830,Ecriture automatique 1510,622.66,0
2023-05-22,3260,Ecriture automatique 1511,75.7,0
2023-08-27,3000,Ecriture automatique 1512,831.01,0
2023-12-05,173,Ecriture automatique 1513,269.6,0
2023-03-19,1047,Ecriture automatique 1514,0,139.94
2023-06-10,2345,Ecriture automatique 1515,584.31,0
2023-11-04,3695,Ecriture automatique 1516,931.89,0
2023-01-15,4830,Ecriture automatique 1517,301.91,0
2023-07-19,4220,Ecriture automatique 1518,0,489.6
2023-06-18,3079,Ecriture automatique 1519,0,186.79
2023-07-23,4264,Ecriture automatique 1520,532.21,0
2023-07-20,2462,Ecriture automatique 1521,0,935.01
2023-09-21,243,Ecriture automatique 1522,447.11,0
2023-02-27,3026,Ecriture automatique 1523,0,585.03
2023-12-19,1856,Ecriture automatique 1524,592.52,0
2023-05-13,518,Ecriture automatique 1525,588.45,0
2023-04-19,3697,Ecriture automatique 1526,0,220.41
2023-12-21,1036,Ecriture automatique 1527,0,309.38
2023-11-08,1281,Ecriture automatique 1528,566.88,0
2023-05-17,1036,Ecriture automatique 1529,919.88,0
2023-08-12,2272,Ecriture automatique 1530,103.15,0
2023-03-12,1912,Ecriture automatique 1531,0,852.67
2023-12-08,469,Ecriture automatique 1532,0,519.38
2023-12-11,1432,Ecriture automatique 1533,177.62,0
2023-06-08,147,Ecriture automatique 1534,250.88,0
2023-11-21,4210,Ecriture automatique 1535,0,930.99
2023-03-20,584,Ecriture automatique 1536,638.47,0
2023-03-18,3863,Ecriture automatique 1537,345.08,0
2023-04-02,1112,Ecriture automatique 1538,811.89,0
2023-07-29,1683,Ecriture automatique 1539,703.44,0
2023-08-26,9,Ecriture automatique 1540,807.99,0
2023-03-01,3688,Ecriture automatique 1541,552.35,0
2023-09-23,4223,Ecriture automatique 1542,0,581.1
2023-12-16,2792,Ecriture automatique 1543,0,262.84
2023-01-31,2040,Ecriture automatique 1544,0,132.41
2023-11-08,315,Ecriture automatique 1545,46.52,0
2023-09-03,4241,Ecriture automatique 1546,0,726.86
2023-01-01,2173,Ecriture automatique 1547,562.79,0
2023-12-16,1232,Ecriture automatique 1548,309.4,0
2023-03-12,861,Ecriture automatique 1549,0,624.03
2023-12-24,4853,Ecriture automatique 1550,828.98,0
2023-02-26,2910,Ecriture automatique 1551,0,455.66
2023-11-04,120,Ecriture automatique 1552,0,753.96
2023-06-09,4673,Ecriture automatique 1553,891.88,0
2023-08-18,639,Ecriture automatique 1554,0,464.62
2023-07-26,2381,Ecriture automatique 1555,0,651.52
2023-06-20,1163,Ecriture automatique 1556,943.85,0
2023-12-05,4502,Ecriture automatique 1557,97.48,0
2023-02-25,2352,Ecriture automatique 1558,153.15,0
2023-03-17,4959,Ecriture automatique 1559,0,945.3
2023-12-04,2057,Ecriture automatique 1560,640.51,0
2023-05-24,1139,Ecriture automatique 1561,0,427.53
2023-08-29,3072,Ecriture automatique 1562,781.06,0
2023-10-05,511,Ecriture automatique 1563,0,262.25
2023-05-29,4728,Ecriture automatique 1564,859.65,0
2023-06-28,4236,Ecriture automatique 1565,0,496.84
2023-07-15,594,Ecriture automatique 1566,543.24,0
2023-07-28,3052,Ecriture automatique 1567,0,87.0
2023-01-31,930,Ecriture automatique 1568,0,402.07
2023-08-05,4896,Ecriture automatique 1569,0,374.81
2023-08-22,825,Ecriture automatique 1570,0,683.69
2023-03-07,4513,Ecriture automatique 1571,78.19,0
2023-05-23,3715,Ecriture automatique 1572,0,312.91
2023-05-04,4308,Ecriture automatique 1573,0,710.42
2023-03-23,3624,Ecriture automatique 1574,0,328.35
2023-12-25,1816,Ecriture automatique 1575,623.29,0
2023-11-10,2828,Ecriture automatique 1576,0,147.79
2023-06-02,3148,Ecriture automatique 1577,0,114.48
2023-05-10,1142,Ecriture automatique 1578,476.33,0
2023-06-07,2211,Ecriture automatique 1579,0,844.41
2023-02-07,4090,Ecriture automatique 1580,230.29,0
2023-01-10,4770,Ecriture automatique 1581,0,254.66
2023-07-09,4575,Ecriture automatique 1582,0,310.48
2023-06-05,4158,Ecriture automatique 1583,361.52,0
2023-08-15,3293,Ecriture automatique 1584,394.62,0
2023-01-14,653,Ecriture automatique 1585,0,114.02
2023-11-09,2276,Ecriture automatique 1586,519.03,0
2023-09-23,2569,Ecriture automatique 1587,0,633.4
2023-04-17,1462,Ecriture automatique 1588,393.83,0
2023-04-18,2287,Ecriture automatique 1589,0,694.34
2023-10-05,3747,Ecriture automatique 1590,402.13,0
2023-07-10,4158,Ecriture automatique 1591,0,908.84
2023-07-28,4739,Ecriture automatique 1592,976.59,0
2023-06-27,4153,Ecriture automatique 1593,490.3,0
2023-01-31,2305,Ecriture automatique 1594,0,515.96
2023-10-17,2358,Ecriture automatique 1595,407.12,0
2023-09-25,1042,Ecriture automatique 1596,157.51,0
2023-06-14,3802,Ecriture automatique 1597,0,873.27
2023-08-06,3131,Ecriture automatique 1598,0,365.78
2023-10-03,124,Ecriture automatique 1599,400.68,0
2023-12-23,4577,Ecriture automatique 1600,222.34,0
2023-05-24,1654,Ecriture automatique 1601,0,923.42
2023-07-23,3478,Ecriture automatique 1602,0,813.41
2023-05-03,4856,Ecriture automatique 1603,334.66,0
2023-08-10,673,Ecriture automatique 1604,334.24,0
2023-04-20,2619,Ecriture automatique 1605,521.59,0
2023-05-26,2468,Ecriture automatique 1606,807.12,0
2023-03-03,3832,Ecriture automatique 1607,826.19,0
2023-11-23,1040,Ecriture automatique 1608,0,246.54
2023-08-05,4436,Ecriture automatique 1609,0,373.95
2023-04-01,1249,Ecriture automatique 1610,0,264.5
2023-10-15,847,Ecriture automatique 1611,0,283.33
2023-08-14,111,Ecriture automatique 1612,0,958.94
2023-03-24,2758,Ecriture automatique 1613,772.77,0
2023-04-10,4145,Ecriture automatique 1614,264.67,0
2023-11-23,2475,Ecriture automatique 1615,0,336.46
2023-05-24,2672,Ecriture automatique 1616,86.01,0
2023-05-25,4006,Ecriture automatique 1617,0,380.0
2023-10-04,3567,Ecriture automatique 1618,816.96,0
2023-09-19,1848,Ecriture automatique 1619,0,89.25
2023-10-08,2668,Ecriture automatique 1620,971.53,0
